145	ARO	E TWP                                                                                                                                                 	2	25	5	3	35
145	ARO	HAMMOND	13	32	4	1	50
145	ARO	HERSEY	4	19	8	3	34
145	ARO	ISLAND FALLS	69	204	135	11	419
145	ARO	LINNEUS	81	280	83	38	482
145	ARO	LITTLETON	91	317	77	24	509
145	ARO	LUDLOW	76	103	41	14	234
145	ARO	MERRILL	17	44	69	7	137
145	ARO	MONTICELLO	76	278	55	16	425
145	ARO	MORO PLT	2	21	2	2	27
145	ARO	NEW LIMERICK	87	198	56	6	347
145	ARO	OAKFIELD	63	170	133	26	392
145	ARO	SHERMAN	65	307	84	18	474
145	ARO	SMYRNA	29	65	49	10	153
145	ARO	T11 R4 WELS TWP                                                                                                                                       	7	15	1	1	24
145	ARO	TD R2 WELS                                                                                                                                            	4	0	0	0	4
145	PEN	MOUNT CHASE	26	57	21	3	107
145	PEN	STACYVILLE	22	130	24	23	199
145		STATE UOCAVA	4	4	2	3	13
			842	2653	936	246	4677
							
			Monahan, Rosemary 	White, Dustin Michael 	BLANK	TOTAL VOTES CAST	
			Woodland	Washburn			
			Democrat	Republican			
146	ARO	BLAINE	101	274	24	399	
146	ARO	CASTLE HILL	94	129	11	234	
146	ARO	CHAPMAN	115	149	15	279	
146	ARO	MAPLETON	401	718	36	1155	
146	ARO	MARS HILL	242	491	49	782	
146	ARO	PERHAM	91	105	11	207	
146	ARO	WADE	56	86	4	146	
146	ARO	WASHBURN	296	529	39	864	
146	ARO	WESTFIELD	107	140	11	258	
146	ARO	WOODLAND	427	234	25	686	
146		STATE UOCAVA	2	4	1	7	
			1932	2859	226	5017	
							
			Saucier, Robert J. 	Stewart, Harold L., III	BLANK	TOTAL VOTES CAST	
			Presque Isle	Presque Isle			
			Democrat	Republican			
147	ARO	PRESQUE ISLE	1782	2193	94	4069	
147		STATE UOCAVA	13	3	2	18	
			1795	2196	96	4087	
							
			Edgecomb, Anthony J. 	McCrea, David Harold 	BLANK	TOTAL VOTES CAST	
			Fort Fairfield	Fort Fairfield			
			Republican	Democrat			
148	ARO	CONNOR TWP	101	89	12	202	
148	ARO	CASWELL	59	86	4	149	
148	ARO	CYR PLT	26	24	3	53	
148	ARO	EASTON	381	289	19	689	
148	ARO	FORT FAIRFIELD	557	1117	30	1704	
148	ARO	HAMLIN	48	47	9	104	
148	ARO	LIMESTONE	442	350	20	812	
148	ARO	PRESQUE ISLE	201	146	9	356	
148	ARO	STOCKHOLM	90	62	5	157	
148		STATE UOCAVA	12	8	2	22	
			1917	2218	113	4248	
							
			McElwee, Carol A. 	Rivard, Ginette M. 	BLANK	TOTAL VOTES CAST	
			Caribou	Caribou			
			Republican	Democrat			
149	ARO	CARIBOU	2396	1370	121	3887	
149	ARO	NEW SWEDEN	230	128	19	377	
149	ARO	WESTMANLAND	25	22	2	49	
149		STATE UOCAVA	8	11	0	19	
			2659	1531	142	4332	
							
			Martin, Roland Daniel 	BLANK	TOTAL VOTES CAST		
			Sinclair Township				
			Democrat				
150	ARO	CROSS LAKE TWP (T17 R5)	98	23	121		
150	ARO	FRENCHVILLE	551	75	626		
150	ARO	GRAND ISLE	205	28	233		
150	ARO	MADAWASKA	1994	252	2246		
150	ARO	MADAWASKA LAKE TWP (T16 R4)	89	19	108		
150	ARO	SAINT AGATHA	534	52	586		
150	ARO	T15 R6 TWP                                                                                                                                            	8	1	9		
150	ARO	T17 R3 VAN BUREN COVE TWP                                                                                                                             	23	1	24		
150	ARO	VAN BUREN	770	194	964		
150		STATE UOCAVA	16	10	26		
			4288	655	4943		
							
			Martin, John L. 	BLANK	TOTAL VOTES CAST		
			Eagle Lake				
			Democrat				
151	ARO	ALLAGASH	132	37	169		
151	ARO	ASHLAND	525	103	628		
151	ARO	BIG TWENTY TWP/T15 R15 WELS                                                                                                                           	1	1	2		
151	ARO	EAGLE LAKE	368	115	483		
151	ARO	FORT KENT	1774	413	2187		
151	ARO	GARFIELD PLT	42	11	53		
151	ARO	MASARDIS	110	20	130		
151	ARO	NASHVILLE PLT	17	3	20		
151	ARO	NEW CANADA	138	26	164		
151	ARO	OXBOW PLT	27	11	38		
151	ARO	PORTAGE LAKE	204	56	260		
151	ARO	SAINT FRANCIS	209	37	246		
151	ARO	SAINT JOHN PLT	142	25	167		
151	ARO	T12/R13 WELS/T9 R8 WELS                                                                                                                               	2	1	3		
151	ARO	WALLAGRASS	259	42	301		
151	ARO	WINTERVILLE PLT	100	38	138		
151		STATE UOCAVA	6	1	7		
			4056	940	4996		
